city,practice_name,address,phone,email
Groningen,"Studentarts, locatie Noorderhaven",Noorderhaven 32 9712 VK Groningen,050-2110911,
Groningen,"Studentarts, locatie Zernike",Zernikeplein 17 9747 AS Groningen,050-2110911,
Tilburg,"Gezondheidscentrum Reeshof, Huisartsenpraktijk Rodenburg / Lodewijkx",Dubbeldamstraat 8 5043 GM Tilburg,013-5700124,
Tilburg,"Gezondheidscentrum Reeshof, Huisartsenpraktijk Stokmans, Hendriks en Hoefnagels",Dubbeldamstraat 10 5043 GM Tilburg,013-5700300,
Tilburg,"Gezondheidscentrum West, Tilburg",Postelse Hoeflaan 350 5042 KS Tilburg,013-4670393,
Tilburg,Groot Huisartsenzorg,Groeseindstraat 64 5014 LX Tilburg,013-5454807,
Tilburg,Horus Huisartsenzorg,Lage Witsiebaan 39 5042 DG Tilburg,013-4673467,
Tilburg,"Huisartsen Conservatoriumlaan, Praktijk Burgers",Conservatoriumlaan 60 5037 DT Tilburg,06-16925370,
Tilburg,"Huisartsen Conservatoriumlaan, Praktijk Hekking",Conservatoriumlaan 60 5037 DT Tilburg,013-4681353,
Tilburg,"Huisartsen Conservatoriumlaan, Praktijk Mees",Conservatoriumlaan 60 5037 DT Tilburg,013-4686868,
Tilburg,"Huisartsen Conservatoriumlaan, Praktijk Wijffels",Conservatoriumlaan 60 5037 DT Tilburg,013-4670784,
Tilburg,Huisartsen Piushaven Huisartspraktijk N.P. Woudenberg,Prinsenhoeven 22 5017 GC Tilburg,013-5423893,
Tilburg,"Huisartsen Piushaven, Huisartsenpraktijk Brands en Lathouwers",Prinsenhoeven 22 5017 GC Tilburg,013-5423734,
Tilburg,"Huisartsen Piushaven, Huisartsenpraktijk Cools",Prinsenhoeven 22 5017 GC Tilburg,013-5420595,
Tilburg,"Huisartsen Piushaven, Huisartsenpraktijk J.A. van Veen",Prinsenhoeven 22 5017 GC Tilburg,013-5420474,
Tilburg,"Huisartsen Piushaven, Huisartsenpraktijk van Dam",Prinsenhoeven 22 5017 GC Tilburg,013-5423662,
Tilburg,"Huisartsen Spoorlaan, huisarts Lövenich",Spoorlaan 374 5038 CD Tilburg,013-5812281,
Tilburg,Huisartsenpraktijk Arts en Zorg Tilburg,Cornelstraat 1 5037 EZ Tilburg,070-7112421,
Tilburg,Huisartsenpraktijk Atillaoglu-Tjon A Tham,Westerpark 128 5042 MK Tilburg,013-4674420,
Tilburg,Huisartsenpraktijk Baden Powelllaan,Baden Powelllaan 112 5044 LC Tilburg,013-4672639,
Tilburg,Huisartsenpraktijk Beethoven,Beethovenlaan 334 5011 LN Tilburg,013-4551416,
Tilburg,Huisartsenpraktijk Binnenstad,Spoorlaan 366 5038 CD Tilburg,013-5423225,
Tilburg,Huisartsenpraktijk Bozdag,Franz Lisztstraat 8 5011 RC Tilburg,013-4550572,
Tilburg,Huisartsenpraktijk Cals,Hoefstraat 191 193 5014 NK Tilburg,013-5420212,
Tilburg,Huisartsenpraktijk Dalem,Spaarnwoudelaan 51 5035 HP Tilburg,013-5720146,
Tilburg,Huisartsenpraktijk de Compositie,Schubertstraat 796 B 5011 CW Tilburg,013-4562922,
Tilburg,Huisartsenpraktijk de Kort-de Bont &amp; Lindhout-Jansen,Beeklaan 107 B 5032 AD Tilburg,013-4630809,
Tilburg,Huisartsenpraktijk de Nijs &amp; van Heugten,Besterdring 19 5014 HG Tilburg,013-2083898,
Tilburg,Huisartsenpraktijk doccs Tilburg de Toren,Professor Verbernelaan 37 5037 AD Tilburg,013-2070448,
Tilburg,Huisartsenpraktijk Groenstraat,Groenstraat 106 B 5021 EN Tilburg,013-5423812,
Tilburg,Huisartsenpraktijk Ingang Zuid,Pater van den Elsenplein 90 5022 EH Tilburg,013-5453627,
Tilburg,Huisartsenpraktijk Keulemans en Geelen,Ketelhavenplein 3 5045 NE Tilburg,013-5455999,
Tilburg,Huisartsenpraktijk Koolhoven,Vlijmenstraat 3 5036 SV Tilburg,013-5700020,
Tilburg,Huisartsenpraktijk Kuijpers en Fransen,Korvelplein 184 F 5025 JX Tilburg,013-5420505,
Tilburg,Huisartsenpraktijk Noord,Franz Lisztstraat 6 A 5011 RC Tilburg,013-4552711,
Tilburg,Huisartsenpraktijk Noordhoekring,Noordhoekring 400 5038 GH Tilburg,013-5369189,
Tilburg,Huisartsenpraktijk Noordveld,Burgemeester Damsstraat 88 5037 NS Tilburg,013-4672275,
Tilburg,Huisartsenpraktijk Poyraz,Spoorlaan 338 5038 CC Tilburg,013-5422722,
Tilburg,Huisartsenpraktijk Schoubroeck en Rovers,Korvelplein 10 5025 JN Tilburg,013-5359595,
Tilburg,Huisartsenpraktijk Stokhasselt,Scarlattistraat 8 5049 GB Tilburg,013-5425949,
Tilburg,Huisartsenpraktijk Tilburg-West,Thomas van Aquinostraat 41 5042 HA Tilburg,013-4682984,
Tilburg,Huisartsenpraktijk Tuindorp Tilburg,Luijksgestelstraat 13 5045 XG Tilburg,013-5711400,
Tilburg,Huisartsenpraktijk Wedemeijer,Hoefstraat 242 5014 NR Tilburg,013-5420724,
Tilburg,Huisartsenpraktijk Zorgvlied,Burgemeester Damsstraat 82 5037 NS Tilburg,013-4670291,
Tilburg,Huisartspraktijk Angenent,Hoflaan 3 5044 HA Tilburg,013-4672104,
Tilburg,Huisartspraktijk Backx,Beeklaan 107 A 5032 AD Tilburg,013-4676298,
Tilburg,Huisartspraktijk Korvel,Korvelplein 190 A 5025 JX Tilburg,013-4686333,
Tilburg,Huisartspraktijk Langenhuizen,Korvelplein 184 5025 JX Tilburg,013-4683183,
Tilburg,Huisartspraktijk Loncin,Kruisvaardersstraat 32 G 5021 BE Tilburg,013-5424982,
Tilburg,Huisdok,Umberstraat 12 5044 JJ Tilburg,013-2224466,
Tilburg,"Medisch Centrum Oud-Noord, Huisartsenpraktijk Broeders",Energieplein 52 5041 NH Tilburg,013-5420070,
Tilburg,"Medisch Centrum Oud-Noord, Huisartsenpraktijk Schuurmans",Energieplein 52 5041 NH Tilburg,013-5422677,
Tilburg,"Medisch Centrum Oud-Noord, Huisartsenpraktijk van Eersel en Vingerhoets",Energieplein 52 5041 NH Tilburg,013-5425421,
Tilburg,"Medisch Centrum Oud-Noord, Huisartsenpraktijk Van Haaren",Energieplein 52 5041 NH Tilburg,013-5422401,
Tilburg,Mols huisartsenpraktijk,Hasseltstraat 123 5046 LJ Tilburg,013-5420646,
Tilburg,Perron 1 Huisartsen,Spoorlaan 374 5038 CD Tilburg,013-5810065,
Alphen aan den Rijn,Alviva Huisartsenpraktijk,Henry Dunantweg 40 2402 NR Alphen aan den Rijn,0172-438635,
Alphen aan den Rijn,"Bospark Huisartsen, Praktijk van Rijn",Magnoliastraat 42 2404 VT Alphen aan den Rijn,0172-472858,
Alphen aan den Rijn,"Bospark Huisartsen, Praktijk Vletter",Magnoliastraat 42 2404 VT Alphen aan den Rijn,0172-425640,
Alphen aan den Rijn,Huisarts De Ster,Sterrenlaan 110 a 2402 BA Alphen aan den Rijn,017-2249001,
Alphen aan den Rijn,"Huisartsen Het Centrum, Praktijk Kamaran Saeed",Toussaintstraat 47 A 2406 XN Alphen aan den Rijn,0172-472072,
Alphen aan den Rijn,"Huisartsen Het Centrum, Praktijk Leddy",Toussaintstraat 47 A 2406 XN Alphen aan den Rijn,0172-473264,
Alphen aan den Rijn,"Huisartsen Het Centrum, Praktijk Ploegmakers en Hagen",Toussaintstraat 47 A 2406 XN Alphen aan den Rijn,0172-476677,
Alphen aan den Rijn,Huisartsenpraktijk Gezondheidscentrum Dillenburg,Prinses Irenelaan 1 D 2404 BH Alphen aan den Rijn,0172-447922,
Alphen aan den Rijn,Huisartsenpraktijk Het Ambacht,Mandenvlechter 10 B 2401 JJ Alphen aan den Rijn,0172-438635,
Alphen aan den Rijn,Huisartsenpraktijk Lupine,Lupinesingel 85 2403 CM Alphen aan den Rijn,0172-235970,
Alphen aan den Rijn,Huisartsenpraktijk MedZorg,Lemelerberg 1 2402 ZN Alphen aan den Rijn,0172-251111,
Alphen aan den Rijn,Huisartsenpraktijk Prelude,Preludeweg 538 A 2402 HR Alphen aan den Rijn,0172-236300,
Alphen aan den Rijn,Huisartsenpraktijk Rop Borst,Zuiderkeerkring 448 2408 RA Alphen aan den Rijn,0172-477935,
Alphen aan den Rijn,Huisartsenpraktijk Saffier,Saffierstraat 129 2403 XP Alphen aan den Rijn,0172-445610,
Alphen aan den Rijn,Huisartsenpraktijk Sparreboom,Dotterbloem 5 2408 LA Alphen aan den Rijn,0172-475545,
Alphen aan den Rijn,Huisartsenpraktijk Zaal &amp; Westdijk,Magnoliastraat 42 2404 VT Alphen aan den Rijn,0172-425640,
Alphen aan den Rijn,Huisartspraktijk Poortvliet,Dotterbloem 7 2408 LA Alphen aan den Rijn,0172-653776,
